report_date,origin,product,trim_pct,delivery,region,price_low,price_high,unit,basis,source_url
2022-09-23,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/6682zc918/8c97mz24d/NW_LS421.TXT
2022-09-23,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/6682zc918/8c97mz24d/NW_LS421.TXT
2022-09-23,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/6682zc918/8c97mz24d/NW_LS421.TXT
2022-09-23,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/6682zc918/8c97mz24d/NW_LS421.TXT
2022-09-23,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/6682zc918/8c97mz24d/NW_LS421.TXT
2022-09-28,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/c821ht97x/xd07j2482/NW_LS421.TXT
2022-09-28,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/c821ht97x/xd07j2482/NW_LS421.TXT
2022-09-28,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/c821ht97x/xd07j2482/NW_LS421.TXT
2022-09-28,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/c821ht97x/xd07j2482/NW_LS421.TXT
2022-09-28,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/c821ht97x/xd07j2482/NW_LS421.TXT
2022-09-28,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/c821ht97x/xd07j2482/NW_LS421.TXT
2022-09-28,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/c821ht97x/xd07j2482/NW_LS421.TXT
2022-09-28,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/c821ht97x/xd07j2482/NW_LS421.TXT
2022-09-30,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/zs25zj52b/70796h24x/NW_LS421.TXT
2022-09-30,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/zs25zj52b/70796h24x/NW_LS421.TXT
2022-09-30,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/zs25zj52b/70796h24x/NW_LS421.TXT
2022-09-30,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/zs25zj52b/70796h24x/NW_LS421.TXT
2022-09-30,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/zs25zj52b/70796h24x/NW_LS421.TXT
2022-09-30,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/zs25zj52b/70796h24x/NW_LS421.TXT
2022-09-30,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/zs25zj52b/70796h24x/NW_LS421.TXT
2022-09-30,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/zs25zj52b/70796h24x/NW_LS421.TXT
2022-10-05,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,250.00,252.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/zs25zj644/t435hm90k/NW_LS421.TXT
2022-10-05,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,250.00,250.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/zs25zj644/t435hm90k/NW_LS421.TXT
2022-10-05,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/zs25zj644/t435hm90k/NW_LS421.TXT
2022-10-05,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/zs25zj644/t435hm90k/NW_LS421.TXT
2022-10-05,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/zs25zj644/t435hm90k/NW_LS421.TXT
2022-10-05,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/zs25zj644/t435hm90k/NW_LS421.TXT
2022-10-05,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/zs25zj644/t435hm90k/NW_LS421.TXT
2022-10-05,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/zs25zj644/t435hm90k/NW_LS421.TXT
2022-10-07,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,250.00,252.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/m900q273s/k0699h30t/NW_LS421.TXT
2022-10-07,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,250.00,250.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/m900q273s/k0699h30t/NW_LS421.TXT
2022-10-07,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/m900q273s/k0699h30t/NW_LS421.TXT
2022-10-07,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/m900q273s/k0699h30t/NW_LS421.TXT
2022-10-07,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/m900q273s/k0699h30t/NW_LS421.TXT
2022-10-07,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/m900q273s/k0699h30t/NW_LS421.TXT
2022-10-07,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/m900q273s/k0699h30t/NW_LS421.TXT
2022-10-07,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/m900q273s/k0699h30t/NW_LS421.TXT
2022-10-12,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/bn99bg78b/r494wv12z/NW_LS421.TXT
2022-10-12,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/bn99bg78b/r494wv12z/NW_LS421.TXT
2022-10-12,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/bn99bg78b/r494wv12z/NW_LS421.TXT
2022-10-12,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/bn99bg78b/r494wv12z/NW_LS421.TXT
2022-10-12,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/bn99bg78b/r494wv12z/NW_LS421.TXT
2022-10-12,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/bn99bg78b/r494wv12z/NW_LS421.TXT
2022-10-12,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/bn99bg78b/r494wv12z/NW_LS421.TXT
2022-10-12,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/bn99bg78b/r494wv12z/NW_LS421.TXT
2022-10-14,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,248.00,251.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/6q183v66n/df65wj22f/NW_LS421.TXT
2022-10-14,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,242.00,244.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/6q183v66n/df65wj22f/NW_LS421.TXT
2022-10-14,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/6q183v66n/df65wj22f/NW_LS421.TXT
2022-10-14,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/6q183v66n/df65wj22f/NW_LS421.TXT
2022-10-14,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/6q183v66n/df65wj22f/NW_LS421.TXT
2022-10-14,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/6q183v66n/df65wj22f/NW_LS421.TXT
2022-10-14,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/6q183v66n/df65wj22f/NW_LS421.TXT
2022-10-14,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/6q183v66n/df65wj22f/NW_LS421.TXT
2022-10-19,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,245.00,247.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/v979wc17c/2j62tf18b/NW_LS421.TXT
2022-10-19,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,240.00,242.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/v979wc17c/2j62tf18b/NW_LS421.TXT
2022-10-19,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/v979wc17c/2j62tf18b/NW_LS421.TXT
2022-10-19,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/v979wc17c/2j62tf18b/NW_LS421.TXT
2022-10-19,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/v979wc17c/2j62tf18b/NW_LS421.TXT
2022-10-19,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/v979wc17c/2j62tf18b/NW_LS421.TXT
2022-10-19,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/v979wc17c/2j62tf18b/NW_LS421.TXT
2022-10-19,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/v979wc17c/2j62tf18b/NW_LS421.TXT
2022-10-21,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,245.00,247.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/k930d634n/2z10z003r/NW_LS421.TXT
2022-10-21,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,240.00,242.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/k930d634n/2z10z003r/NW_LS421.TXT
2022-10-21,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/k930d634n/2z10z003r/NW_LS421.TXT
2022-10-21,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/k930d634n/2z10z003r/NW_LS421.TXT
2022-10-21,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/k930d634n/2z10z003r/NW_LS421.TXT
2022-10-21,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/k930d634n/2z10z003r/NW_LS421.TXT
2022-10-21,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/k930d634n/2z10z003r/NW_LS421.TXT
2022-10-21,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/k930d634n/2z10z003r/NW_LS421.TXT
2022-10-26,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,245.00,247.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/b2775502m/dn39z940x/NW_LS421.TXT
2022-10-26,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,240.00,242.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/b2775502m/dn39z940x/NW_LS421.TXT
2022-10-26,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/b2775502m/dn39z940x/NW_LS421.TXT
2022-10-26,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/b2775502m/dn39z940x/NW_LS421.TXT
2022-10-26,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/b2775502m/dn39z940x/NW_LS421.TXT
2022-10-26,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/b2775502m/dn39z940x/NW_LS421.TXT
2022-10-26,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/b2775502m/dn39z940x/NW_LS421.TXT
2022-10-26,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/b2775502m/dn39z940x/NW_LS421.TXT
2022-10-28,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,245.00,247.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/1257c299m/z890t408m/NW_LS421.TXT
2022-10-28,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,240.00,242.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/1257c299m/z890t408m/NW_LS421.TXT
2022-10-28,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/1257c299m/z890t408m/NW_LS421.TXT
2022-10-28,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/1257c299m/z890t408m/NW_LS421.TXT
2022-10-28,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/1257c299m/z890t408m/NW_LS421.TXT
2022-10-28,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/1257c299m/z890t408m/NW_LS421.TXT
2022-10-28,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/1257c299m/z890t408m/NW_LS421.TXT
2022-10-28,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/1257c299m/z890t408m/NW_LS421.TXT
2022-11-02,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/pc28bt23r/tb09kg202/NW_LS421.TXT
2022-11-02,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/pc28bt23r/tb09kg202/NW_LS421.TXT
2022-11-02,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/pc28bt23r/tb09kg202/NW_LS421.TXT
2022-11-02,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/pc28bt23r/tb09kg202/NW_LS421.TXT
2022-11-02,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/pc28bt23r/tb09kg202/NW_LS421.TXT
2022-11-02,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/pc28bt23r/tb09kg202/NW_LS421.TXT
2022-11-02,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/pc28bt23r/tb09kg202/NW_LS421.TXT
2022-11-02,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/pc28bt23r/tb09kg202/NW_LS421.TXT
2022-11-04,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/44559q439/9306v760j/NW_LS421.TXT
2022-11-04,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/44559q439/9306v760j/NW_LS421.TXT
2022-11-04,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/44559q439/9306v760j/NW_LS421.TXT
2022-11-04,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/44559q439/9306v760j/NW_LS421.TXT
2022-11-04,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/44559q439/9306v760j/NW_LS421.TXT
2022-11-04,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/44559q439/9306v760j/NW_LS421.TXT
2022-11-04,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/44559q439/9306v760j/NW_LS421.TXT
2022-11-04,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/44559q439/9306v760j/NW_LS421.TXT
2022-11-09,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,234.00,236.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/34850t15g/9p291m23b/NW_LS421.TXT
2022-11-09,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,228.00,232.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/34850t15g/9p291m23b/NW_LS421.TXT
2022-11-09,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,225.00,226.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/34850t15g/9p291m23b/NW_LS421.TXT
2022-11-09,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/34850t15g/9p291m23b/NW_LS421.TXT
2022-11-09,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/34850t15g/9p291m23b/NW_LS421.TXT
2022-11-09,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/34850t15g/9p291m23b/NW_LS421.TXT
2022-11-09,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/34850t15g/9p291m23b/NW_LS421.TXT
2022-11-09,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/34850t15g/9p291m23b/NW_LS421.TXT
2022-11-11,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,234.00,236.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/z603s841n/5999pd87r/NW_LS421.TXT
2022-11-11,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,228.00,232.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/z603s841n/5999pd87r/NW_LS421.TXT
2022-11-11,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,225.00,226.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/z603s841n/5999pd87r/NW_LS421.TXT
2022-11-11,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/z603s841n/5999pd87r/NW_LS421.TXT
2022-11-11,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/z603s841n/5999pd87r/NW_LS421.TXT
2022-11-11,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/z603s841n/5999pd87r/NW_LS421.TXT
2022-11-11,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/z603s841n/5999pd87r/NW_LS421.TXT
2022-11-11,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/z603s841n/5999pd87r/NW_LS421.TXT
2022-11-16,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,233.00,235.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/2n49vb69b/hh63v412h/NW_LS421.TXT
2022-11-16,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,225.00,225.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/2n49vb69b/hh63v412h/NW_LS421.TXT
2022-11-16,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/2n49vb69b/hh63v412h/NW_LS421.TXT
2022-11-16,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/2n49vb69b/hh63v412h/NW_LS421.TXT
